stop_name,stop_name_kn
Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,ಸರ್‌ ಎಂ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಬಡಾವಣೆ9ನೇ ಬ್ಲಾಕ್‌ ಮಲ್ಲತಹಳ್ಳಿ
Sir M Vishweshwaraiah Railway Station,ಸರ್ ಎಂ ವಿಶ್ವೇಶ್ವರಯ್ಯ ರೈಲ್ವೇ ನಿಲ್ದಾಣ
Sir M Visvesvaraya Terminal,ಸಿರ್ ಂ ವಿಸ್ವೆಸ್ವರಯ ಟೆರ್ಮಿನಲ್
Sirsi Circle,ಸಿರ್ಸಿ ಸರ್ಕಲ್
Sivanchetty Gardens,ಸಿವಾನ್‌ಚೆಟ್ಟಿ ಗಾರ್ಡನ್ಸ್
Skylark Arcadia Sadaramangala,ಸ್ಕೈಲಾರ್ಕ್ ಆರ್ಕಾಡಿಯಾ ಸಾದರಮಂಗಲ
Soladevanahalli,ಸೋಲದೇವನಹಳ್ಳಿ
Soladevanahalli Hesaragatta Road,ಸೋಲದೇವನಹಳ್ಳಿ ಹೆಸರಘಟ್ಟ ರಸ್ತೆ
Soladevanahalli Police Station,ಸೋಲದೇವನಹಳ್ಳಿ ಆರಕ್ಷಕ ಠಾಣೆ
Sollepura,ಸೊಲ್ಲೆಪುರ
Solur,ಸೋಲೂರು
Solur Gate,ಸೋಲೂರು ಗೇಟ್
Solur Hassan Road,ಸೋಲೂರು ಹಾಸನ್ ರಸ್ತೆ
Solur Railway Station,ಸೋಲೂರು ರೈಲ್ವೇ ನಿಲ್ದಾಣ
Somalapura,ಸೋಮಲಾಪುರ
Somanahalli,ಸೋಮನಹಳ್ಳಿ
Somanahalli Gate,ಸೋಮನಹಳ್ಳಿ ಗೇಟ್
Somanahalli Toll,ಸೊಮನಹಲ್ಲಿ ಟೊಲ್ಲ್
Somasandra Palya,ಸೋಮಸಂದ್ರ ಪಾಳ್ಯ
Somasandra palya  Lake,ಸೋಮಸಂದ್ರ ಪಾಳ್ಯ ಕೆರೆ
Somashettyhalli,ಸೋಮಶೆಟ್ಟಿಹಳ್ಳಿ
Somashettyhalli Cross,ಸೋಮಶೆಟ್ಟಿಹಳ್ಳಿ  ಅಡ್ಡರಸ್ತೆ
Somasundra Palya Lake,ಸೋಮಸಂದ್ರ ಪಾಳ್ಯ ಕೆರೆ
Somathanahalli,ಸೋಮತನಹಳ್ಳಿ
Somathanahalli Circle,ಸೋಮತನಹಳ್ಳಿ ವೃತ್ತ
Somathanahalli Gate,ಸೋಮತನಹಳ್ಳಿ ಗೇಟ್
Someshwara Colony Magadi,ಸೋಮೇಶ್ವರ ಕಾಲೋನಿ ಮಾಗಡಿ
Sompura,ಸೋಂಪುರ
Sompura Gate,ಸೋಂಪುರ ಗೇಟ್
Sompura Tumakur Road,ಸೋಂಪುರ ತುಮಕೂರು ರಸ್ತೆ
Sonadenahalli Gate,ಸೊನದೇನಹಳ್ಳಿ ಗೇಟ್
Sonadenahalli Hosakote,ಸೊನದೇನಹಳ್ಳಿ ಹೊಸಕೋಟೆ
Sonal Garments Laggere Cross,ಸೋನಲ್‌ ಗಾರ್ಮೆಂಟ್ಸ್ ಲಗ್ಗೆರೆ ಅಡ್ಡರಸ್ತೆ
Sonare Doddy,ಸೊನಾರೆ ದೊಡ್ಡಿ
Sondekoppa,ಸೊಂಡೆಕೊಪ್ಪ
Sondekoppa Circle,ಸೊಂಡೆಕೊಪ್ಪ ವೃತ್ತ
Sondekoppa Circle Nelamangala,ಸೊಂಡೆಕೊಪ್ಪ ಸರ್ಕಲ್ ನೆಲಮಂಗಲ
Sondekoppa Cross,ಸೊಂಡೆಕೊಪ್ಪ ಅಡ್ಡರಸ್ತೆ
Sonnallipura,ಸೊನ್ನಲ್ಲಿಪುರ
Sonnappanahalli,ಸೊನ್ನಪ್ಪನಹಳ್ಳಿ
Sonnebychanahalli,ಸೊನ್ನೆಬೈಚನಹಳ್ಳಿ
Sonnenahalli,ಸೊನ್ನೆನಹಳ್ಳಿ
Sonnenahalli Bridge,ಸೊನ್ನೇನಹಳ್ಳಿ ಮೇಲ್ಸೇತುವೆ
Sonnenahalli Govt Hospital,ಸೊನ್ನೇನಹಳ್ಳಿ ಗೋವ್ಟ್ ಹಾಸ್ಪಿಟಲ್
Sonnur Gate,ಸೊನ್ನೂರು ಗೇಟ್
Sony World 100ft Road  Koramangala,ಸೋನಿ ವರ್ಲ್ಡ್ 100 ಅಡಿ ರಸ್ತೆ ಕೋರಮಂಗಲ
Sony World 80ft Road Koramangala,ಸೋನಿ ವರ್ಲ್ಡ್ 100 ಅಡಿ ರಸ್ತೆ ಕೋರಮಂಗಲ
Sophiya School,ಸೋಫಿಯಾ ಶಾಲೆ
Soppahalli,ಸೊಪ್ಪಹಳ್ಳಿ
Sorahunse,ಸೊರಹುಣಸೆ
Sorahunse Gate,ಸೊರಹುನ್ಸೆ ಗೇಟ್
Soukya Hospital,ಸೌಖ್ಯ ಆಸ್ಪತ್ರೆ
Soukya Hospital Junction,ಸೌಕ್ಯ ಆಸ್ಪತ್ರೆ ಜಂಕ್ಷನ್
Soundarya Collage,ಸೌಂದರ್ಯ ಕಾಲೇಜ್
Soundarya Layout,ಸೌಂದರ್ಯ ಬಡಾವಣೆ
South End Circle,ಸೌತ್‌ ಎಂಡ್‌ ವೃತ್ತ
South End Circle Metro Station,ಸೌತ್ ೆಂದ್ ಕಿರ್ಕ್ಲೆ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Sowdamini Kalyana Mantapa,ಸೌಧಾಮಿನಿ ಕಲ್ಯಾಣ ಮಂಟಪ
Sowthegowdanahalli,ಸೌತೇಗೌಡನಹಳ್ಳಿ
Sports Authority of India,ಸ್ಪೋಟ್ಸ್‌ ಅಥಾರಿಟಿ ಆಫ್‌ ಇಂಡಿಯಾ
Spriling School,ಸ್ಪ್ರಿಲ್ಲಿಂಗ್‌ ಶಾಲೆ
Sri Adishakthi Temple,ಶ್ರೀ ಆದಿಶಕ್ತಿ ದೇವಸ್ಥಾನ
Sri Banashankari Layout,ಶ್ರೀ ಬನಶಂಕರಿ ಲೇಔಟ್
Sri Bhuvaneshwari Nagara,ಶ್ರೀ ಭುವನೇಶ್ವರಿ ನಗರ
Sri Dharmaraya Circle,ಸ್ರಿ ಧರ್ಮರಯ ಕಿರ್ಕ್ಲೆ
Sri Kamadhenu Kshetra,ಶ್ರೀ ಕಾಮಧೇನು ಕ್ಷೇತ್ರ
Sri Mata Amritanandamayi Ashram,ಶ್ರೀ ಮಾತಾ ಅಮೃತಾನಂದಮಯಿ ಆಶ್ರಮ
Sri Mata Amritanandamayi Math Kengeri,ಶ್ರೀ ಮಾತಾ ಅಮೃತಾನಂದಮಯಿ ಮಠ ಕೆಂಗೇರಿ
Sri RajaRajeshwari Colony,ಶ್ರೀ ರಾಜರಾಜೇಶ್ವರಿ ಕಾಲೋನಿ
Sri Rakum School,ಶ್ರೀ ರಾಕುಮ್ ಶಾಲೆ
Sri Rama Devastan Vanakanahalli,ಶ್ರೀ ರಾಮ ದೇವಸ್ಥಾನ ವನಕನಹಳ್ಳಿ
Sri Ramadevasthana,ಶ್ರೀ ರಾಮದೇವಸ್ಥಾನ
Sri Ramanahalli,ಶ್ರೀ ರಾಮನಹಳ್ಳಿ
Sri Ramapura,ಶ್ರೀ ರಾಂಪುರ
Sri Sai Packaging Company,ಶ್ರೀ ಸಾಯಿ ಪ್ಯಾಕೇಜಿಂಗ್‌ ಕಂಪನಿ
Sri Shiradi Sai Temple,ಶ್ರೀ ಶಿರಡಿ ಸಾಯಿ ದೇವಸ್ಥಾನ
Sri Swananda Ashrama,ಶ್ರೀ ಸ್ವನಂದಾಶ್ರಮ
Sri Veerabhadra Swamy Bilekahalli,ಶ್ರೀ ವೀರಭದ್ರ ಸ್ವಾಮಿ ಬಿಳೆಕಹಳ್ಳಿ
Sri Venkateshwara Nagara,ಶ್ರೀ ವೆಂಕಟೇಶ್ವರ ನಗರ
Sridhara Gudda,ಶ್ರೀಧರ ಗುಡ್ಡ
Srigandha Nagara,ಶ್ರೀಗಂಧ ನಗರ
Srigandhada Kaval,ಶ್ರೀಗಂಧದ ಕಾವಲ್
Srikanteshwara Park,ಶ್ರೀಕಂಠೇಶ್ವರ ಉಧ್ಯಾನವನ
Srinagara Bus Station,ಶ್ರೀನಗರ ಬಸ್‌ ನಿಲ್ದಾಣ
Srinavasa Temple,ಶ್ರೀನಿವಾಸ ದೇವಸ್ಥಾನ
Srinidhi Hotel,ಶ್ರೀನಿಧಿ ಹೋಟೆಲ್
Srinidhi Layout Kottanur,ಶ್ರೀನಿಧಿ ಬಡಾವಣೆ ಕೊತ್ತನೂರು
Srinivasa Kalyana Mantapa,ಶ್ರೀನಿವಾಸ ಕಲ್ಯಾಣ ಮಂಟಪ
Srinivasa Nagara,ಶ್ರೀನಿವಾಸ ನಗರ
Srinivasa Nagara PattegarPalya,ಶ್ರೀನಿವಾಸ ನಗರ‌ ಪಟ್ಟೆಗಾರಪಾಳ್ಯ
Srinivasa Saligrama,ಶ್ರೀನಿವಾಸ ಸಾಲಿಗ್ರಾಮ
Srinivasa Temple,ಶ್ರೀನಿವಾಸ ದೇವಸ್ಥಾನ
Srinivasapura Colony,ಶ್ರೀನಿವಾಸಪುರ ಕಾಲೋನಿ
Srinivasapura Cross,ಶ್ರೀನಿವಾಸಪುರ  ಅಡ್ಡರಸ್ತೆ
Srinivasapura Kogilu,ಶ್ರೀನಿವಾಸಪುರ ಕೋಗಿಲು
Srinivasapura Kullegowdanapalya,ಶ್ರೀನಿವಾಸಪುರ ಕುಳ್ಳೇಗೌಡನಪಾಳ್ಯ
Srinivasapura Nelamangala,ಶ್ರೀನಿವಾಸಪುರ ಕ್ರಾಸ್ ನೆಲಮಂಗಲ
Srinivasapura Uttarahalli Road,ಶ್ರೀನಿವಾಸಪುರ ಉತ್ತರಹಳ್ಳಿ ರಸ್ತೆ
Srinivaspura Cross,ಶ್ರೀನಿವಾಸಪುರ ಅಡ್ಡರಸ್ತೆ
Sriram Properties,ಶ್ರೀರಾಮ ಪ್ರಾರ್ಪಟೀಸ್
Srirama Reddy Layout,ಶ್ರೀರಾಮ ರೆಡ್ಡಿ ಲೇಔಟ್
Sriramapura Bommasandra Road,ಶ್ರೀರಾಮಪುರ ಬೊಮ್ಮಸಂದ್ರ ರೋಡ್
Sriramapura Circle,ಶ್ರೀರಾಮಪುರ ವೃತ್ತ
Sriramapura Colony,ಶ್ರೀರಾಮಪುರ ಕಾಲನಿ
Sriramapura Cross,ಶ್ರೀರಾಮಪುರ ಅಡ್ಡರಸ್ತೆ
Sriramapura OMEX,ಶ್ರೀರಾಂಪುರ ಓಎಂಇಎಕ್ಸ್
Sriramapura Police Station,ಶ್ರೀರಾಂಪುರ ಆರಕ್ಷಕ ಠಾಣೆ
Srirampura 7th Cross,ಶ್ರೀರಾಂಪುರ 7ನೇ ಅಡ್ಡರಸ್ತೆ
St Benedict's Church,ಎಸ್ಟಿ ಬೆನೆಡಿಕ್ಟ್'ಎಸ್ ಚರ್ಚ್
St Bentic School,ಸೆಂಟ್‌ ಬೆಂಟಿಕ್‌ ಶಾಲೆ
St Clare School,ಸೆಂಟ್ ಕ್ಲೇರ್ ಶಾಲೆ
St Francis School,ಸೆಂಟ್‌ ಪ್ರಾನ್ಸಿಸ್ನ ಶಾಲೆ
St Johns High School Thomas Cafe,ಸೆಂಟ್ ಜಾನ್ಸ್ ಹೈ ಸ್ಕೂಲ್ ಥೋಮಸ್ ಕೇಫ್
St Johns Hospital,ಸೆಂಟ್‌ ಜಾನ್ಸ್‌ ಆಸ್ಪತ್ರೆ
St Johns School Thamos Cafe,ಸೆಂಟ್‌ ಜಾನ್ಸ್‌ ಶಾಲೆ ಥಾಮಸ್‌ ಕೆಫೆ
St Johns Wood Apartment Tavarekere,ಎಸ್ಟಿ ಜಾನ್ಸ್ ವುಡ್ ಅಪಾರ್ಟ್ಮೆಂಟ್ ತವರೆಕೆರೆ
St Joseph Boys High School Musuem Road,ಎಸ್ಟಿ ಜೋಸೆಫ್ ಬಾಯ್ಸ್ ಹೈ ಸ್ಕೂಲ್ ಮುಸುಯೆಮ್ ರೋಡ್
St Joseph College,ಸೆಂಟ್‌ ಜೋಸೆಫ್‌ ಕಾಲೇಜ್
St Joseph's High School,ಎಸ್ಟಿ ಜೋಸೆಫ್'ಎಸ್ ಹೈ ಸ್ಕೂಲ್
St Josephine School Annapoorneshwarinagara,ಸೆಂಟ್‌ ಜೋಸೆಫ್‌ ಶಾಲೆ ಅನ್ನಪೂರ್ಣೇಶ್ವರಿ ನಗರ
St Josephs Indian School/ Malya Hospital,ಸೆಂಟ್ ಜೋಸೆಫ್ ಇಂಡಿಯನ್ ಶಾಲೆ/ ಮಲ್ಯ ಆಸ್ಫತ್ರೆ
St Marthas Hospital,ಸೆಂಟ್ ಮಾರ್ಥಸ್ ಆಸ್ಪತ್ರೆ
St Marys School,ಸೆಂಟ್‌ ಮೆರೀಸ್‌ ಶಾಲೆ
St Marys School Chikkakammanahalli,ಸೆಂಟ್‌ ಮೆರೀಸ್‌ ಶಾಲೆ ಚಿಕ್ಕಮ್ಮನಹಳ್ಳಿ
St Patrick Church,ಎಸ್ಟಿ ಪ್ಯಾಟ್ರಿಕ್ ಚರ್ಚ್
St Vincent Palloti School,ಸೆಂಟ್‌ ವಿಸ್ಸೆಂಟ್‌ ಪಲ್ಲೋಟಿ ಶಾಲೆ
St francis College,ಸೆಂಟ್ ಫ್ರಾನ್ಸಿಸ್ ಕಾಲೇಜ್
St joseph CBSE Gate-2,ಎಸ್ಟಿ ಜೋಸೆಫ್ ಸಿಬಿಎಸ್ಇ ಗೇಟ್-2
St. Theresas School,ಸೆಂಟ್‌ ತೆರೇಸಾ ಶಾಲೆ
Stalon  Living Manchester Coffee Board Layout,ಸ್ಟಾಲೋನ್ ಲಿವಿಂಗ್ ಮ್ಯಾಂಚೆಸ್ಟರ್ ಕಾಫಿ ಬೋರ್ಡ್ ಬಡಾವಣೆ
Stanza Living Veerannapalya,ಸ್ಟಾಂಜಾ ಲಿವಿಂಗ್ ವೀರಣ್ಣಪಾಳ್ಯ
State Bank India Garage,ಸ್ಟೇಟ್‌ ಬ್ಯಾಂಕ್‌ ಇಂಡಿಯಾ ಗ್ಯಾರೇಜ್
State Bank of India,ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್ ಆಫ್ ಇಂಡಿಯಾ
Steel Factory Banasawadi,ಸ್ಟೀಲ್ ಫ್ಯಾಕ್ಟರಿ ಬಾಣಸವಾಡಿ
Sterling Apartment,ಸ್ಟರ್ಲಿಂಗ್‌ ಅಪಾರ್ಟ್ ಮೆಂಟ್
Stone Factory,ಸ್ಟೋನ್‌ ಪ್ಯಾಕ್ಟರಿ
Sub-Registrar Office,ಸಬ್-ರಿಜಿಸ್ಟ್ರಾರ್ ಆಫೀಸ್
Subbaiah Circle,ಸುಬ್ಬಯ್ಯ ಸರ್ಕಲ್
Subbanna Garden,ಸುಬ್ಬಣ್ಣ ಗಾರ್ಡನ್
Subbarayappanapalya,ಸುಬ್ಬರಾಯಪ್ಪನಪಾಳ್ಯ
Subbarayappanapalya 1,ಸುಬ್ಬರಾಯಪ್ಪನಪಾಳ್ಯ 1
Subbarayappanapalya Cross,ಸುಬ್ಬರಾಯಪ್ಪನಪಾಳ್ಯ ಕ್ರಾಸ್
Subbayyanapalya/Ayyappa Temple,ಸುಬ್ಬಯ್ಯನಪಲ್ಯ/ಅಯ್ಯಪ್ಪ ಟೆಂಪಲ್
Subhashnagara Hosa Road,ಸುಭಾಷ್‌ ನಗರ ಹೊಸ ರಸ್ತೆ
Subramanya Swamy Temple,ಸುಬ್ರಮಣ್ಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನ
Subramanyanagara,ಸುಬ್ರಮಣ್ಯ ನಗರ
Subramanyanagara Police Station,ಸುಬ್ರಹ್ಮಣ್ಯನಗರ ಆರಕ್ಷಕ ಠಾಣೆ
Subramanyanagara Thyamagondlu,ಸುಬ್ರಮಣ್ಯ ನಗರ ತ್ಯಾಮಗೊಂಡ್ಲು
Subramanyapura KEB,ಸುಬ್ರಮಣ್ಯಪುರ ಕೆಇಬಿ
Subramanyapura Police Station,ಸುಬ್ರಮಣ್ಯಪುರ ಆರಕ್ಷಕ ಠಾಣೆ
Subramanyapura Post Office,ಸುಬ್ರಮಣ್ಯಪುರ ಅಂಚೆ ಕಛೇರಿ
Sudduguntepalya,ಸುದ್ದುಗುಂಟೇಪಾಳ್ಯ
Sugalla,ಸುಗಲ್ಲ
Sugaturu,ಸುಗಟೂರು
Sugganahalli,ಮಾಯಾಗನಹಳ್ಳಿ
Sugganahalli Circle,ಸುಗ್ಗನಹಳ್ಳಿ ಸರ್ಕಲ್
Suggatta,ಸುಗ್ಗಟ
Sujatha Talkies,ಸುಜಾತ ಚಿತ್ರಮಂದಿರ
Sulibele,ಸೂಲಿಬೆಲೆ
Sulibele KEB,ಸುಳಿಬೇಳೆ ಕೆಬ್
Sulibele Quarters,ಸುಳಿಬೇಳೆ ಕ್ವಾರ್ಟರ್ಸ್
Sulikere,ಸುಳಿಕೆರೆ
Sulikere Palya,ಸುಳಿಕೆರೆ ಪಾಳ್ಯ
Sulikunte,ಸೂಲಿಕುಂಟೆ
Sulivara,ಸೂಲಿವಾರ
Sulivara Cross,ಸೂಲಿವಾರ  ಅಡ್ಡರಸ್ತೆ
Sultan palya,ಸುಲ್ತಾನ್ ಪಾಳ್ಯ
Sultanpalya,ಸುಲ್ತಾನ್‌ ಪಾಳ್ಯ
Sultanpalya Cross Pushpanjali Talkies,ಸುಲ್ತಾನ್ಪಾಳ್ಯ ಕ್ರಾಸ್ ಪುಷ್ಪಾಂಜಲಿ ಟಾಲ್ಕೀಸ್
Summanahalli,ಸುಮ್ಮನಹಳ್ಳಿ
Sumuka Layout,ಸುಮುಖ ಬಡಾವಣೆ
Sun Shine School,ಸನ್‌ ಶೈನ್‌ ಸ್ಕೂಲ್
Sun Valley Public School Thimmsandra,ಸನ್‌ ವ್ಯಾಲಿ ಪಬ್ಲಿಕ್‌ ಶಾಲೆ ತಿಮ್ಮಸಂದ್ರ
Suncity Apartment ORR Road,ಸನ್ಸಿಟಿ ಅಪಾರ್ಟ್ಮೆಂಟ್  ಒ ಅರ್‌ ಅರ್‌ ರಸ್ತೆ
Sundara Nagara,ಸುಂದರ ನಗರ
Sundaram Estate,ಸುಂದರಂ ಎಸ್ಟೇಟ್
Sunkadakatte,ಸುಂಕದಕಟ್ಟೆ
Sunkadakatte Junction,ಸುಂಕದಕಟ್ಟೆ ಜಂಕ್ಷನ್
Super Talkies,ಸೂಪರ್ ಚಿತ್ರ ಮಂದಿರ
Surabhi Layout,ಸುರಭಿ ಬಡಾವಣೆ
Suradenapura Cross,ಸುರದೇನಪುರ ಅಡ್ಡರಸ್ತೆ
Suradenapura Gate,ಸುರದೇನಪುರ ಗೇಟ್
Suradenapura Yelahanka,ಸುರದೇನಪುರ ಯಲಹಂಕ
Suragajakkanahalli,ಸುರಗಜಕ್ಕನಹಲ್ಲಿ
Suranjan Das Road/NGEF,ಸುರಂಜನ್ ದಾಸ್ ರೋಡ್/ಎನ್ ಜಿ ಇ ಎಪ್
Surdenapura Gate,ಸುರದೇವನಪುರ ಅಡ್ಡರಸ್ತೆ
Surya City Circle,ಸೂರ್ಯ ಸಿಟಿ ವೃತ್ತ
Surya Nagara,ಸೂರ್ಯ ನಗರ
Surya Nagara Apartment,ಸೂರ್ಯ ನಗರ ಅಪಾರ್ಟ್‌ಮೆಂಟ್
Suryacity Gate,ಸೂರ್ಯ ನಗರ ಗೇಟ್
Suryanagara 2nd Stage B Block,ಸೂರ್ಯನಗರ 2ಎನ್ಡಿ ಸ್ಟೇಜ್ ಬಿ ಬ್ಲಾಕ್
Suvarana Karnataka Bus Stand,ಸುವರ್ಣ  ಕರ್ನಾಟಕ ಬಸ್ ನಿಲ್ದಾಣ
Suvarna Nagara,ಸುರ್ವಣ ನಗರ
Swabhiman Park,ಸ್ವಾಭಿಮಾನ ಉಧ್ಯಾನವನ
Swabiman Park,ಸ್ವಾಭಿಮಾನ ಉಧ್ಯಾನವನ
Swami Narayana Gurukula,ಸ್ವಾಮಿ ನಾರಾಯಣ ಗುರುಕುಲ
Swamy Vivekananda Metro Station,ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಮೆಟ್ರೋ ನಿಲ್ಧಾಣ
Swamy Vivekananda Metro Station/Isolation Hospital,ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಮೆಟ್ರೊ ನಿಲ್ದಾಣ/ಐಸೊಲೇಷನ್ ಆಸ್ಪತ್ರೆ
Swastik Sheshadripuram,ಸ್ವಸ್ತಿಕ್‌ ಶೇಷಾದ್ರಿಪುರಂ
Swastik Sheshadripuram College,ಸ್ವಸ್ಥಿಕ್‌ ಶೇಷಾದ್ರಿ ಪುರಂ ಕಾಲೇಜ್
Syndicate Bank,ಸಿಂಡಿಕೇಟ್ ಬ್ಯಾಂಕ್
Syndicate Bank Layout,ಸಿಂಡಿಕೇಟ್ ಬ್ಯಾಂಕ್ ಬಡಾವಣೆ
Systems Peenya,ಸಿಸ್ಟಂಮ್ಸ್‌ ಪೀಣ್ಯ
T Agrahara,ಟಿ ಅಗ್ರಹಾರ
T Begur,ಟಿ ಬೇಗೂರು
T Dasarahalli,ಟಿ ದಾಸರಹಳ್ಳಿ
T Hosahalli,ಟಿ ಹೊಸಹಳ್ಳಿ
T John College,ಟಿ ಜಾನ್‌ ಕಾಲೇಜ್
TATA Advance Jigani Industrial Area,ಟಾಟಾ ಅಡ್ವಾನ್ಸ್‌ ಜಿಗಣಿ ಇಂಡಸ್ಟ್ರಿಯಲ್‌ ಏರಿಯಾ
TATA ELEXI Limited,ಟಾಟಾ ಎಲೆಕ್ಸಿ ಲಿಮಿಟೆಡ್
TB Gate Thippagondanahalli,ಟಿಬಿ ಗೇಟ್‌ ತಿಪ್ಪಗೊಂಡನಹಳ್ಳಿ
TB Nelamangala,ಟಿಬಿ ನೆಲಮಂಗಲ
TC Palya,ಟಿಸಿ ಪಾಳ್ಯ
TC Palya  Gate Hosakote Road,ಟಿಸಿ ಪಾಳ್ಯ ಗೇಟ್ ಹೊಸಕೋಟೆ ರಸ್ತೆ
TC Palya Cross,ಟಿಸಿ ಪಾಳ್ಯ ಅಡ್ಡರಸ್ತೆ
TCI,ಟಿಸಿಐ
TG Halli Quarters,ಟಿಜಿ ಹಳ್ಳಿ ಕ್ವಾಟ್ರಸ್
TISB Boys Hostel,ಟಿಐಎಸ್ ಬಿ ಬಾಯ್ಸ್‌ ಹಾಸ್ಟೆಲ್
TP Gate Thippagondanahalli,ಟಿಪಿ ಗೇಟ್‌ ತಿಪ್ಪಗೊಂಡನಹಳ್ಳಿ
TR Mill,ಟಿಆರ್‌ ಮಿಲ್
TUMAKURU,ತುಮಕೂರು
TV Tower,ಟಿವಿ ಟವರ್
TVS Cross Peenya,ಟಿವಿಎಸ್‌ ಕ್ರಾಸ್‌ ಪೀಣ್ಯ
Talagavara,ತಲಗವರ
Talaguppe,ತಲಗುಪ್ಪೆ
Talakaveri New Layout GKVK,ತಲಕಾವೇರಿ ಹೊಸ ಬಡಾವಣೆ ಜಿಕೆವಿಕೆ
Talakunte,ತಳಕುಂಟೆ
Talegere,ತಲೆಗೆರೆ
Tarabahalli,ತರಬಹಳ್ಳಿ
Tata Institute,ಟಾಟಾ ಇಸ್ಟಿಟ್ಯೂಟ್
Tata Nagara,ಟಾಟಾ ನಗರ
Tata Nagara Entrance,ಟಾಟಾ ನಗರ ಎಂಟ್ರೆನ್ಸ್
Tata Silk Farm,ಟಾಟಾ ಸಿಲ್ಕ್‌ ಫಾರಂ
Tata Values Homes Apartments,ಟಾಟಾ ವ್ಯಾಲ್ಯೂಸ್ ಹೋಮ್ಸ್ ಅಪಾರ್ಟ್ಮೆಂಟ್ಸ್
Tataguni,ತಾತಗುಣಿ
Tattaguppe,ತಟ್ಟಗುಪ್ಪೆ
Tattanalli Gate,ತಟ್ಟನಳ್ಳಿ ಗೇಟ್
Tattanuru,ತತ್ತನೂರು
Tattekere,ತಟ್ಟೆಕೆರೆ
Tavakkal Hospital,ತವಕಲ್‌ ಆಸ್ಪತ್ರೆ
Tavarekatte,ತಾವರೆಕಟ್ಟೆ
Tavarekere,ತಾವರೆಕೆರೆ
Tavarekere Aladamara,ತಾವರೆಕೆರೆ ಆಲದಮರ
Tavarekere Mori,ತಾವರೆಕೆರೆ ಮೋರಿ
Tavarekere Volvo,ತಾವರೆಕೆರೆ ವೋಲ್ವೋ
Teachers Colony Geddalahalli,ಶಿಕ಼ಕರ ಬಡವಣೆ ಗೆದ್ದಲಹಳ್ಳಿ
Telecom Colony,ಟೆಲಿಕಾಂ ಕಾಲೋನಿ
Telecom Layout,ಟೆಲಿಕಾಂ ಬಡಾವಣೆ
Telecom Layout Ashwath Nagara,ಟೆಲಿಕಾಂ ಬಡಾವಣೆ ಅಶ್ವತ್‌ ನಗರ
Telecom Layout RPC Layout,ಟೆಲಿಕಾಂ ಬಡಾವಣೆ ಆರ್‌ಪಿಸಿ ಬಡಾವಣೆ
Telephone Exchange AGO/VSD,ದೂರವಾಣಿ ವಿನಿಮಯ  ಎಜಿಓ
Tennis Court Thindlu,ಟೆನ್ನೀಸ್‌ ಕೋರ್ಟ್‌ ತಿಂಡ್ಲು
Thabarahalli,ತಬರಹಳ್ಳಿ
Thabarahalli Gate,ತಬರಹಳ್ಳಿ ಗೇಟ್
Thagachaguppe,ತಗಚಗುಪ್ಪೆ
Thagali Hosahalli,ತಗಲಿ ಹೊಸಹಳ್ಳಿ
Thalagattapura,ತಲಗಟ್ಟಪುರ
Thalagattapura Metro Station,ತಲಘಟ್ಟಪುರ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
Thalaghattapura Metro Station,ತಲಘಟ್ಟಪುರ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
Thalaker Cross,ತಲಕೆರೆ ಕ್ರಾಸ್
Thalakunte,ತಲಕುಂಟೆ
Thambihalli,ತಂಬಿಹಳ್ಳಿ
Thammanayakanahalli,ತಮ್ಮನಾಯಕನಹಳ್ಳಿ
Thammarasanahalli,ತಮ್ಮರಸನಹಳ್ಳಿ
Thammarasanahalli Madhugirihalli,ತಮ್ಮರಸನಹಳ್ಳಿ ಮಧುಗಿರಿಹಳ್ಳಿ
Thammenahalli,ತಮ್ಮೇನಹಳ್ಳಿ
Thammenahalli Cross,ತಮ್ಮೇನಹಳ್ಳಿ ಕ್ರಾಸ್
Thammenahalli Palya,ತಮ್ಮೇನಹಳ್ಳಿ ಪಾಳ್ಯ
Thandya,ತಾಂಡ್ಯ
Thandya Dabaspete,ತಾಂಡ್ಯ ದಾಬಸ್ ಪೇಟೆ
Thandya Junction,ತಾಂಡ್ಯ ಜಂಕ್ಷನ್
Thanisandra,ತನಿಸಂದ್ರ
Tharabanahalli,ತರಬಾನಹಳ್ಳಿ
Tharabanahalli Choultry,ತರಬನಹಳ್ಳಿ ಕಲ್ಯಾಣಮಂಟಪ
Tharabanahalli Colony,ತರಬನಹಳ್ಳಿ ಕಾಲೋನಿ
Tharabanahalli Cross,ತರಬನಹಳ್ಳಿ ಕ್ರಾಸ್
Tharabanahalli Gate,ತರಬನಹಳ್ಳಿ ಗೇಟ್
Tharahunase,ತರಹುಣಸೆ
Tharalu,ತರಳು
Tharalu Estate,ತರಲು ೆಸ್ಟಟೆ
Thataguni,ತಾತಗುಣಿ
