stop_name,stop_name_kn
SIR M VISHWESHWARAYYA MUSEUM AND SAMADI,ಸಿರ್ ಎಂ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಮ್ಯೂಸಿಯಂ ಆಂಡ್ ಸಮಾದಿ
SJES College,ಎಸ್ ಜೆಇಎಸ್‌ ಕಾಲೇಜು
SJM Polytechnic,ಎಸ್ ಜೆಎಂ ಪಾಲಿಟೆಕ್ನಿಕ್
SKF Factory,ಎಸ್‌ ಕೆ ಎಫ್‌ ಫ್ಯಾಕ್ಟರಿ
SLK Softer Greenpark Pujenahalli,ಎಸ್‌ ಎಲ್‌ ಕೆ ಗ್ರೀನ್‌ ಪಾರ್ಕ್‌ ಪೂಜೆನಹಳ್ಳಿ
SLV Bakery,ಎಸ್‌ಎಲ್‌ ವಿ ಬೇಕರಿ
SM Gollahalli,ಎಸ್‌ಎಂ ಗೊಲ್ಲಹಳ್ಳಿ
SMVIT Cross,ಎಸ್‌ ಎಂ ವಿ ಐ ಟಿ  ಕಾಲೇಜ್ ಅಡ್ಡರಸ್ತೆ
SNN Raj Serenity Apartment Yelenahalli,ಎಸ್‌ಎನ್‌ಎನ್‌ ರಾಜ್‌ ಸೆರೆನಿಟಿ ಅಪಾರ್ಟ್‌ಮೆಂಟ್ ಯೆಲೆನಹಳ್ಳಿ
SRR Kalyana Mantapa,ಎಸ್‌ಆರ್‌ಆರ್‌ ಕಲ್ಯಾಣ ಮಂಟಪ
SRR Kalyana Mantapa 1,ಎಸ್‌ಆರ್‌ಆರ್‌ ಕಲ್ಯಾಣ ಮಂಟಪ 1
SRS Peenya,ಎಸ್‌ ಆರ್‌ ಎಸ್‌ ಪೀಣ್ಯ
SSVB Bakery Kanteerava Studio,ಎಸ್‌ ಎಸ್‌ ವಿ ಬಿ  ಬೇಕರಿ ಕಂಠೀರವ ಸ್ಟುಡಿಯೋ
ST Peter‌ School,ಸೆಂಟ್ ಪೀಟರ್ ಶಾಲೆ
STF BSF,ಎಸ್ ಟಿ ಎಫ್‌ ಬಿಎಸ್‌ಎಫ್‌
SVR College,ಎಸ್‌ವಿಆರ್‌ ಕಾಲೇಜ್
Saalu Doddy,ಸಾಲು ದೊಡ್ಡಿ
Sacred Heart Girls' High School,ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಗಿರ್ಲ್ಸ್' ಹೈ ಸ್ಕೂಲ್
Sadahalli,ಸಾದಹಳ್ಳಿ
Sadahalli Gate,ಸಾದಹಳ್ಳಿ ಗೇಟ್
Sadananda Nagara,ಸದಾನಂದ ನಗರ
Sadaramangala,ಸದರಮಂಗಲ
Sadaramangala Gate,ಸಾದರಮಂಗಲ ಗೇಟ್
Sadashivanagara,ಸದಾಶಿವನಗರ
Sadashivanagara ING Vysya  Bank,ಸದಾಶಿವನಗರ ಇಂಗ್ ವೈಶ್ಯ ಬ್ಯಾಂಕ್
Sadashivanagara Police Station,ಸದಾಶಿವ‌ ನಗರ ಆರಕ್ಷಕ ಠಾಣೆ
Sadenahalli,ಸಾದೇನಹಳ್ಳಿ
Sadhanapalya,ಸಾಧನಪಾಳ್ಯ
Sadhanapalya Gate,ಸಾಧನ ಪಾಳ್ಯ ಗೇಟ್
Sadhapanalli Gate,ಸಾಧಪನಲ್ಲಿ  ಗೇಟ್
Safal Market,ಸಫಲ್‌ ಮಾರುಕಟ್ಟೆ
Sagar Hospital,ಸಾಗರ್‌ ಅಸ್ಫತ್ರೆ
Sahakara Nagara,ಸಹಕಾರ ನಗರ
Sahakara Nagara Police Station,ಸಹಕಾರ ನಗರ ಆರಕ್ಷಕ ಠಾಣೆ
Sahakara Nagara Post Office,ಸಹಕಾರ ನಗರ ಅಂಚೆ ಕಛೇರಿ
Sahukarapalya,ಸಾಹುಕಾರಪಾಳ್ಯ
Sahyadribalaga Layout,ಸಹ್ಯಾದ್ರಿಬಳಗ ಬಡಾವಣೆ
Sai Baba General Hospital,ಸಾಯಿ ಬಾಬಾ ಜನರಲ್‌ ಆಸ್ಪತ್ರೆ
Sai Baba Temple,ಸಾಯಿ ಬಾಬಾ ಟೆಂಪಲ್
Sai Gold Palace HSR Layout 27th Main,ಸಾಯಿ ಗೋಲ್ಧ್ ಪ್ಯಾಲೇಸ್‌ ಎಚ್ಎಸ್ಆರ್ ಲೇಔಟ್‌ 27ನೇ ಮೇನ್
Sai Lakshmi Industries,ಸಾಯಿ ಲಕ್ಷ್ಮಿ ಇಂಡಸ್ಟ್ರೀಸ್
Sajjan Rao Circle,ಸಜ್ಜನ್‌ ರಾವ್‌ ವೃತ್ತ
Sakalavara,ಸಕಲವಾರ
Sakamma Layout,ಸಾಕಮ್ಮ ಬಡಾವಣೆ
Sakra World Hospital Outer Ring Road,ಸಕ್ರ ವರ್ಲ್ಡ್ ಹಾಸ್ಟಿಟಲ್‌ ಔಟರ್‌ ರಿಂಗ್‌ ರೋಡ್
Salarpuria Apartment,ಸಲಾರ್ಪುರಿಯಾ ಅಪಾರ್ಟ್ಮೆಂಟ್
Saluhunase,ಸಲುಹುಣಸೆ
Samanahalli,ಸುಮ್ಮನಹಳ್ಳಿ
Samanahalli 1,ಸಮನಹಳ್ಳಿ 1
Samanduru,ಸಮಂದೂರು
Sambhram College,ಸಂಭ್ರಮ್ ಕಾಲೇಜ್
Samethanahalli,ಸಮೇತನಹಳ್ಳಿ
Sampangere,ಸಂಪಂಗೆರೆ
Sampangi Talkies,ಸಂಪಂಗಿ ಟಾಲ್ಕೀಸ್
Sampangiram Nagara,ಸಂಪಂಗಿರಾಮ ನಗರ
Sampige Nagara,ಸಂಪಿಗೆ ನಗರ
Sampige Nagara 1,ಸಂಪಿಗೆ ನಗರ 1
Sampige Nagara Gate,ಸಂಪಿಗೆನಗರ ಗೇಟ್
Sampigehalli,ಸಂಪಿಗೆಹಳ್ಳಿ
Sampigehalli Bannerughatta,ಸಂಪಿಗೆಹಳ್ಳಿ ಬನ್ನೇರುಘಟ್ಟ
Sanabil Education Trust,ಸನಾಬಿಲ್ ಎಜುಕೆಷನ್ ಟ್ರಸ್ಟ್
Sangam Circle,ಸಂಗಂ ಸರ್ಕಲ್‌
Sanjay Gandhi Hospital,ಸಂಜಯ್‌ ಗಾಂಧಿ ಆಸ್ಪತ್ರೆ
Sanjay Gandhi Inst of Trauma,ಸಂಜಯ್‌ ಗಾಂಧಿ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್  ಆಫ್ ಟ್ರೂಮ
Sanjay Gandhi Nagara,ಸಂಜಯ ಗಾಂಧಿ ನಗರ
Sanjayanagara,ಸಂಜಯನಗರ
Sanjeeva Nagara,ಸಂಜೀವ ನಗರ
Sanjeevanapalya,ಸಂಜೀವನಪಾಳ್ಯ
SanjeeviniNagara,ಕಾವೇರಿ ಸ್ಕೂಲ್ ಸಹಕಾರ ನಗರ
Sanna Amanikere,ಸಣ್ಣ  ಅಮಾನಿಕೆರೆ
Sannathammanahalli,ಸಣ್ಣ ತಮ್ಮನಹಳ್ಳಿ
Santekatte,ಸಂತೆಕಟ್ಟೆ
Santhe Devanagondhi,ಸಂತೆ ದೇವನಗೊಂದಿ
Santhe Gate,ಸಂತೆ ಗೇಟ್
Sapalamma Devi Temple,ಸಪಲಮ್ಮ ದೇವಿ ದೇವಸ್ಥಾನ
Sapthagiri Badavane,ಸಪ್ತಗಿರಿ ಬಡಾವಣೆ
Sapthagiri College,ಸಪ್ತಗಿರಿ ಕಾಲೇಜು
Sapthagiri College 1,ಸಪ್ತಗಿರಿ ಕಾಲೇಜ್ 1
Sapthagiri Convention Hall,ಸಪ್ತಗಿರಿ ಕನ್ವೆನ್ಷನ್‌ ಹಾಲ್
Sapthagiri Hospital,ಸಪ್ತಗಿರಿ ಆಸ್ಪತ್ರೆ
Sapthagiri Layout,ಸಪ್ತಗಿರಿ ಲೇಔಟ್
Sapthagiri Vidya Mandir Opp Carmelaram Station,ಸಪ್ತಗಿರಿ ವಿದ್ಯಾ ಮಂದಿರ ಎದುರಿನ ಕಾರ್ಮೆಲರಾಮ್‌ ನಿಲ್ದಾಣ
Sara Soule Pvt Ltd CK Palya,ಸಾರಾ ಸೌಲ್‌ ಪ್ರೈವೇಟ್‌ ಲಿಮಿಟೆಡ್‌ ಸಿಕೆ ಪಾಳ್ಯ
Sarakari Guttahalli,ಸರಕಾರಿ ಗುಟ್ಟಹಳ್ಳಿ
Sarakari Guttahalli Cross,ಸರಕಾರಿ ಗುಟ್ಟಹಳ್ಳಿ ಅಡ್ಡರಸ್ತೆ
Sarakki,ಸಾರಕ್ಕಿ
Sarakki Junction,ಸಾರಕ್ಕಿ ಜಂಕ್ಷನ್
Sarakki Market,ಸಾರಕ್ಕಿ ಮಾರ್ಕೆಟ್
Sarakki Signal,ಸಾರಕ್ಕಿ ಸಿಗ್ನಲ್‌
Sarala Birla Academy,ಸರಳ ಬಿರ್ಲಾ ಅಕಾಡೆಮಿ
Saraswathi Nagara,ಸರಸ್ವತಿ ನಗರ
Saraswathipuram,ಸರಸ್ವತಿ ಪುರಂ
Sarathi Nagara,ಸಾರಥಿ ನಗರ
Sarayipalya,ಸಾರಾಯಿಪಾಳ್ಯ
Sarjapura,ಸರ್ಜಾಪುರ
Sarjapura Circle,ಸರ್ಜಾಪುರ ವೃತ್ತ
Sarjapura Ring Road Junction,ಸರ್ಜಾಪುರ ವರ್ತುಲ  ರಸ್ತೆ ಜಂಕ್ಷನ್‌
Sarjapura Road Ibbaluru Junction,ಸರ್ಜಾಪುರ ರಸ್ತೆ ಇಬ್ಬಲೂರು ಜಂಕ್ಷನ್
Sarjapura Wipro Campus,ಸರ್ಜಾಪುರ ವಿಪ್ರೋ ಕ್ಯಾಂಪಸ್
Sarvajna College/Vijayanagara,ಸರ್ವಜ್ಞ ಕಾಲೇಜು/ವಿಜಯನಗರ
Sasuveghatta,ಸಾಸುವೆಘಟ್ಟ
Sasuveghatta Cross,ಸಾಸುವೆಘಟ್ಟ ಅಡ್ಡರಸ್ತೆ
Sathanur,ಸತನೂರ್
Sathanur Colony,ಸಾತನೂರು ಕಾಲೋನಿ
Sathya Nagara,ಸತ್ಯ ನಗರ
Sathya Sai Baba Mandir,ಸತ್ಯಸಾಯಿ ಬಾಬಾ ಮಂದಿರ
Sathya Sai Hospital,ಸತ್ಯ ಸಾಯಿ ಆಸ್ಪತ್ರೆ
Sattva Anugraha Apartment,ಸಟ್ವ ನುಗ್ರಹ ಪರ್ಟ್ಮೆಂಟ್
Savandarbar Ashrama,ಸಾವಂದರ್ಬರ್ ಆಶ್ರಮ
Savandurga,ಸಾವನದುರ್ಗ
Savandurga Cross,ಸಾವನದುರ್ಗ ಅಡ್ಡರಸ್ತೆ
Savukanahalli,ಸಾವುಕನಹಳ್ಳಿ
Savukanahalli Gate,ಸಾವುಕನಹಳ್ಳಿ ಗೇಟ್
School Manchanayakanahalli,ಮಂಚನಾಯಕನಳ್ಳಿ ಶಾಲೆ
Seebekatte,ಸೀಬೆಕಟ್ಟೆ
Seegehalli,ಸೀಗೇಹಳ್ಳಿ
Seegehalli Cross,ಸೀಗೆಹಳ್ಳಿ ಅಡ್ಡರಸ್ತೆ
Seegehalli Gate,ಸೀಗೇಹಳ್ಳಿ ಗೇಟ್
Seegehalli Gate  Kadugodi,ಸೀಗೆಹಳ್ಳಿ ಗೇಟ್ ಕಾಡುಗೋಡಿ
Seegehalli Gate Kadugodi,ಸೀಗೆಹಳ್ಳಿ ಗೇಟ್ ಕಾಡುಗೋಡಿ
Seegehalli Junction,ಸೀಗೇಹಳ್ಳಿ  ಜಂಕ್ಷನ್
Seegehalli Kadugodi,ಸೀಗೆಹಳ್ಳಿ ಕಾಡುಗೋಡಿ
Seegehalli Sai Apartment,ಸೀಗೆಹಳ್ಳಿ ಸಾಯಿ ಅಪಾರ್ಟ್ ಮೆಂಟ್
Seeresandra,ಸೀರೆಸಂದ್ರ
Seetanayakanahalli,ಸೀತನಾಯಕನಹಳ್ಳಿ
Seetanayakanahalli Gate Malur Road,ಸೀತನಾಯಕನಹಳ್ಳಿ ಗೇಟ್ ಮಾಲೂರು ರೋಡ್
Seetha Circle,ಸೀತಾ ಸರ್ಕಲ್
Seethakempanahalli,ಸೀತಕೆಂಪನಹಳ್ಳಿ
Seethakempanahalli Cross,ಸೀತಕೆಂಪನಹಳ್ಳಿ ಅಡ್ಡರಸ್ತೆ
Seethakempanahalli Gate,ಶಾನುಭೋಗನಹಳ್ಳಿ ಗೇಟ್
Seethanayakanahalli,ಸೀತಾನಾಯಕನಹಳ್ಳಿ
Seetharam Bhattarapalya,ಸೀತಾರಾಮ ಭಟ್ಟರಪಾಳ್ಯ
Seetharampalya,ಸೀತಾರಾಮಪಾಳ್ಯ
Seetharampalya Metro Station,ಸೀತಾರಾಂಪಾಳ್ಯ ಮೆಟ್ರೋ ನಿಲ್ಧಾಣ
Selection Corner Mallasandra,ಸೆಲೆಕ್ಷನ್ ಕಾರ್ನರ್‌ ಮಲ್ಲಸಂದ್ರ
Senior Officers Quaters,ಸೀನಿಯರ್ ಆಫೀಸರ್ಸ್ ಕ್ವಾಟರ್ಸ್
Sevaganahalli,ಸೇವಗನಹಳ್ಳಿ
Sevanagara Varadenahalli,ಸೇವನಗರ ವರದೇನಹಳ್ಳಿ
Sevanayakanahalli,ಸೇವನಾಯಕನಹಳ್ಳಹಲ್ಲಿ
Seventh Day School,ಸೆವೆಂತ್ ಡೇ ಸ್ಕೂಲ್
Shahi Exports PVT Ltd Unit-7,ಶಾಹಿ ಎಕ್ಸ್‌ ಪೋರ್ಟ್‌ ಪ್ರೈ ಲಿ  ಯುನಿಟ್-7
Shaila Kothavala Institute For The Deaf,ಶೈಲಾ ಕೊತವಾಲಾ ಕಿವುಡರ ಸಂಸ್ಥೆ
Shakthi Garden,ಶಕ್ತಿ ಗಾರ್ಡನ್
Shakthi hills Resort RR Nagara,ಶಕ್ತಿ ಹಿಲ್ಸ್ ರೆಸಾರ್ಟ್‌ ಆರ್‌ ಆರ್‌ ನಗರ
Shamarajapura,ಶಾಮರಾಜಪುರ
Shamarajapura Cross,ಶಾಮರಾಜಪುರ ಕ್ರಾಸ್
Shampura,ಶಾಂಪುರ
Shanbogappa Layout,ಶಾನಬೋಗಪ್ಪ ಬಡಾವಣೆ
Shaneshwara Temple Hoskerehalli,ಶನೇಶ್ವರ ದೇವಸ್ಥಾನ ಹೊಸಕೆರೆಹಳ್ಳಿ
Shaneshwaraswamy Temple Sheshagirihalli,ಶನೇಶ್ವರಸ್ವಾಮಿ ಟೆಂಪಲ್ ಶೇಷಗಿರಿಹಳ್ಳಿ
Shanimahathma Temple,ಶನಿಮಹಾತ್ಮ ಟೆಂಪಲ್
Shankanipura Gate,ಶಂಕನಿಪುರ ಗೇಟ್
Shankar Mutt,ಶಂಕರ್ ಮಠ
Shankara Nagara,ಶಂಕರ ನಗರ
Shankarnagh Bus Stand,ಶಂಕರನಾಗ್ ಬಸ್ ನಿಲ್ದಾಣ
Shankarnagh Circle,ಶಂಕರನಾಗ್‌ ವೃತ್ತ
Shanmukha Temple,ಷಣ್ಮುಖ ದೇವಾಲಯ
Shanthi Dhama,ಶಾಂತಿ ಧಾಮ
Shanthi Layout,ಶಾಂತಿ ಬಡಾವಣೆ
Shanthi Talkies,ಶಾಂತಿ ಚಿತ್ರಮಂದಿರ
Shanthinagara,ಶಾಂತಿನಗರ
Shanthinagara Bus Station,ಶಾಂತಿನಗರ ಬಸ್ ನಿಲ್ದಾಣ
Shanthinagara KH Road,ಶಾಂತಿನಗರ ಕೆ ಹೆಚ್‌ ರಸ್ತೆ
Shanthinagara Manchanabele,ಶಾಂತಿನಗರ ಮಂಚನಬೆಲೆ
Shanthinagara Nelamangala,ಶಾಂತಿನಗರ ನೆಲಮಂಗಲ‌
Shanthinagara Ravuttanahalli,ಶಾಂತಿನಗರ ರಾವುತ್ತನಹಳ್ಳಿ
Shanthiniketan Layout,ಶಾಂತಿನಿಕೇತನ ಬಡಾವಣೆ
Shanthipura Banawadi,ಶಾಂತಿಪುರ ಬಾಣವಾಡಿ
Shanthipura Electronic City,ಶಾಂತಿಪುರ ಎಲೆಕ್ಟ್ರಾನಿಕ್‌ ಸಿಟಿ
Shanubhoganahalli,ಶಾನುಭೋಗನಹಳ್ಳಿ
Shanubhoganahalli 1st Cross,ಶಾನುಭೋಗನಹಳ್ಳಿ 1ನೇ ಅಡ್ಡ ರಸ್ತೆ
Shanubhoganahalli Bannerughatta,ಶಾನುಭೋಗನಹಳ್ಳಿ ಬನ್ನೇರುಘಟ್ಟ
Shanubhoganahalli Colony,ಶಾನುಭೋಗನಹಳ್ಳಿ ಕಾಲೋನಿ
Shanubhoganahalli Gate,ಶಾನುಭೋಗನಹಳ್ಳಿ ಗೇಟ್
Sharada Colony,ಶಾರದ ಕಾಲೋನಿ
Sharadamba Nagara,ಶಾರದಾಂಬಾ ನಗರ
Sharadanagara,ಶಾರದನಗರ
Sharadha Colony,ಶಾರದಾ ಕಾಲೋನಿ
Sharavathi Hotel,ಶರಾವತಿ ಹೋಟೆಲ್‌
Shasimakanahalli,ಶಾಸಿಮಾಕನಹಳ್ಳಿ
Shastri Bakery,ಶಾಸ್ತ್ರಿ ಬೇಕರಿ
Shastri Palya,ಶಾಸ್ತ್ರಿ ಪಾಳ್ಯ
Sheganayakanahalli,ಶೇಗನಾಯಕನಹಳ್ಳಿ
Sheganayakanahalli Cross,ಶೇಗನಾಯಕನಹಳ್ಳಿ ಕ್ರಾಸ್
Shell Company,ಶೆಲ್‌ ಕಂಪನಿ
Shell Petrol Bunk,ಶೆಲ್‌ ಪೆಟ್ರೋಲ್‌ ಬಂಕ್
Sheshadri Nagara,ಶೇಷಾದ್ರಿ ನಗರ
Sheshadripuram College,ಶೇಪಾದ್ರಿಪುರಂ ಕಾಲೇಜು
Sheshadripuram Fortis Hospital,ಶೇಷಾದ್ರಿಪುರಂ ಫೋರ್ಟಿಸ್ ಹಾಸ್ಪಿಟಲ್
Sheshagirihalli,ಶೇಷಗಿರಿಹಳ್ಳಿ
Sheshagiripura,ಶೇಷಗಿರಿಪುರ
Shettarahalli,ಶೆಟ್ಟರಹಳ್ಳಿ
Shettigere,ಶೆಟ್ಟಿಗೆರೆ
Shettigowdanahalli,ಶೆಟ್ಟಿಗೌಡನಹಳ್ಳಿ
Shettyhalli,ಶೆಟ್ಟಿಹಳ್ಳಿ
Shettyhalli Anekal Road,ಶೆಟ್ಟಿಹಳ್ಳಿ ಆನೇಕಲ್‌ ರಸ್ತೆ
Shettyhalli Cross,ಶೆಟ್ಟಿಹಳ್ಳಿ ಕ್ರಾಸ್
Shidlaghatta Cross,ಶಿಡ್ಲ ಘಟ್ಟ  ಅಡ್ಡರಸ್ತೆ
Shikaripalya,ಶಿಕಾರಿಪಾಳ್ಯ
Shine Bakery,ಶೈನ್‌ ಬೇಕರಿ
Shiradi Sai Temple Arakere,ಶಿರಡಿ ಸಾಯಿ ಟೆಂಪಲ್ ಅರಕೆರೆ
Shirdi Sai Nagara,ಶಿರ್ಡಿ ಸಾಯಿ ನಗರ
Shirke KHB Quarters,ಶಿರ್ಕೆ ಕೆಬಿ ಕ್ವಾರ್ಟರ್ಸ್
Shiva Ittige Factory,ಶಿವ ಇಟ್ಟಿಗೆ ಫ್ಯಾಕ್ಟರಿ
Shiva Trading Company,ಶಿವ ಟ್ರೇಡಿಂಗ್ ಕಂಪನಿ
Shivagiri Choultry Vijyapura,ಶಿವಗಿರಿ ಕಲ್ಯಾಣಮಂಟಪ ವಿಜಯಪುರ
Shivaji Hotel,ಶಿವಾಜಿ ಹೋಟೆಲ್
Shivajinagara Bus Station,ಶಿವಾಜಿನಗರ ಬಸ್‌ ನಿಲ್ದಾಣ
Shivakote,ಶಿವಕೋಟೆ
Shivakote Cross,ಶಿವಕೋಟೆ ಕ್ರಾಸ್
Shivanaapura,ಶಿವನಪುರ
Shivanahalli,ಶಿವನಹಳ್ಳಿ
Shivanahalli 4th Main,ಶಿವನಹಳ್ಳಿ 4ನೇ ಮುಖ್ಯರಸ್ತೆ
Shivananda Store,ಶಿವಾನಂದ ಸ್ಟೋರ್
Shivanapura,ಶಿವನಪುರ
Shivanapura Colony,ಶಿವನಪುರ ಕಾಲೋನಿ
Shivanapura Colony 1,ಶಿವನಪುರ ಕಾಲೋನಿ 1
Shivanapura Colony Cross,ಶಿವನಪುರ ಕಾಲನಿ ಕ್ರಾಸ್
Shivanapura Cross,ಶಿವನಪುರ ಕ್ರಾಸ್
Shivanapura Cross 1,ಶಿವನಪುರ 1ನೇ ಅಡ್ಡರಸ್ತೆ
Shivanapura Cross Hosakote,ಶಿವನಾಪುರ ಕ್ರಾಸ್ ಹೊಸಕೋಟೆ
Shivanasandra,ಶಿವನಸಂದ್ರ
Shivaparvathi Kalyanamantapa,ಶಿವಪಾರ್ವತಿ ಕಲ್ಯಾಣಮಂಟಪ
Shivapura Cross,ಶಿವಪುರ ಕ್ರಾಸ್
Shobha Apartment,ಶೋಭಾ ಅಪಾರ್ಟ್ಮೆಂಟ್
Shobha Hills View Apartment,ನೈಸ್ ರೋಡ್ ಜಂಕ್ಷನ್
Shobha Tulip JP Nagara,ಶೋಭಾ ತುಲಿಪ್ ಜೆಪಿ ನಗರ
Shoolay Circle Brigade Road,ಶೂಲೆ ಸರ್ಕಲ್ ಬ್ರಿಗೇಡ್ ರೋಡ್
Shopping Complex HMT,ಶಾಪಿಂಗ್‌ ಕಾಂಪ್ಲೆಕ್ಸ್ ಹೆಚ್‌ ಎಂ ಟಿ
Show Mall Sahakara Nagara,ಶೋ ಮಾಲ್ ಸಹಕಾರ ನಗರ
Shree Chakra Nagara,ಶ್ರೀ ಚಕ್ರ ನಗರ
Shreepatihalli,ಶ್ರೀಪತಿಹಳ್ಳಿ
Shreeram Public School,ಶ್ರೀರಾಮ್ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್
Shreya Riverstone International School,ಶ್ರೇಯ ರಿವರ್ಸ್ಟೋನ್ ಇಂಟರ್ನೇಷನಲ್ ಸ್ಕೂಲ್
Shri Rama Temple,ಶ್ರೀ  ರಾಮ ದೇವಾಲಯ
Shri Vidhyanagara,ಶ್ರೀ ವಿಧ್ಯಾನಗರ
Shri Vishnu Garden,ಶ್ರೀ ವಿಷ್ಣು ಗಾರ್ಡನ್
Shridi Sai Bhavan Adugodi,ಶಿರಡಿ ಸಾಯಿ ಭವನ ಆಡುಗೋಡಿ
Shrinivagilu Bus Stand,ಶ್ರೀನಿವಾಗಿಲು ಬಸ್ ನಿಲ್ದಾಣ
Shrinivagilu Ejipura,ಶ್ರೀನಿವಾಗಿಲು ಈಜಿಪುರ
Shrinivagilu Junction,ಶ್ರೀನಿವಾಗಿಲು ಜಂಕ್ಷನ್
Shrunga School Devangondi,ಶೃಂಗ ಶಾಲೆ ದೇವನಗುಂದಿ
Shrusti School Yelahanka,ಶೃಷ್ಟಿ ಸ್ಕೂಲ್ ಯಲಹಂಕ
Shubha Ultima Club House,ಶುಭ ಅಲ್ಟಿಮಾ ಕ್ಲಬ್ ಹೌಸ್
Shyanumangala,ಶ್ಯಾನುಮಂಗಲ
Shykaladevanapura,N/A
Shylendra Doddy,ಶೈಲೇಂದ್ರ  ದೊಡ್ಡಿ
Siddabhovipalya,ಸಿದ್ದಭೋವಿಪಾಳ್ಯ
Siddaganga College,ಸಿದ್ದಗಂಗಾ ಕಾಲೇಜು
Siddaiah Puranik Road Junction,ಸಿದ್ದಯ್ಯ ಪುರಾಣಿಕ್ ರಸ್ತೆ ಜಂಕ್ಷನ್
Siddaiahna Doddy,ಸಿದ್ದಯ್ಯನ ದೊಡ್ಡಿ
Siddana Hosahalli,ಸಿದ್ದನ ಹೊಸಹಳ್ಳಿ
Siddanahalli,ಸಿದ್ದನಹಳ್ಳಿ
Siddanahalli H Cross,ಸಿದ್ದನಹಳ್ಳಿ ಹೆಚ್‌ ಕ್ರಾಸ್
Siddanapalya,ಸಿದ್ದನಪಾಳ್ಯ
Siddanayakanahalli,ಸಿದ್ದನಾಯಕನಹಳ್ಳಿ
Siddapura,ಸಿದ್ದಾಪುರ
Siddapura Ashoka Pillar,ಸಿದ್ದಾಪುರ ಅಶೋಕ ಸ್ಥಂಭ
Siddapura Cross,ಸಿದ್ದಾಪುರ ಕ್ರಾಸ್
Siddapura Naknalhalli,ಸಿದ್ದಾಪುರ ನಾಕನಹಳ್ಳಿ
Siddapura Nallurhalli,ಸಿದ್ದಾಪುರ ನಲ್ಲೂರಹಳ್ಳಿ
Siddartha Badavane,ಸಿದ್ದಾರ್ಥ ಬಡಾವಣೆ
Siddartha International School,ಸಿದ್ದಾರ್ಥ ಇಂಟರ್‌ ನ್ಯಾಷನಲ್‌ ಸ್ಕೂಲ್
Siddartha Nagara,ಸಿದ್ದಾರ್ಥ ನಗರ
Siddartha School Cross,ಸಿದ್ದಾರ್ಥ ಶಾಲೆ ಕ್ರಾಸ್
Siddayyana Doddy,ಸಿದ್ದಯ್ಯನ ದೊಡ್ಡಿ
Sidedahalli,ಸಿಡೇದಹಳ್ಳಿ
Sidi Hoskote,ಸಿಡಿ ಹೊಸಕೋಟೆ
Siemens,ಸೈಮೆನ್ಸ್
Siemens Bank,ಸೈಮೆನ್ಸ್ ಬ್ಯಾಂಕ್
Siemens ‌ Bank,ಸೀಮೆನ್ಸ್ ಬ್ಯಾಂಕ್
Sikayanahalli,ಸಿಕಾಯನಹಳ್ಳಿ
Silk Farm,ಸಿಲ್ಕ್ ಫಾರ್ಮ್
Silk Institute Metro Station,ಸಿಲ್ಕ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
Silk Institute metro station,ಸಿಲ್ಕ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
Siluvepura,ಸಿಲುವೇಪುರ
Simpadipura,ಸಿಂಪಡಿಪುರ
Sinclars High School,ಸಿಂಕ್ಲಾರ್ಸ್ ಹೈ ಸ್ಕೂಲ್
Sindhi Colony,ಸಿಂಧಿ  ಕಾಲೋನಿ
Sindhi High School Kuvempu Road,ಸಿಂಧಿ ಹೈ ಸ್ಕೂಲ್‌ ಕುವೆಂಪು ರೋಡ್
Singahalli,ಸಿಂಗಹಳ್ಳಿ
Singaianapalya Phoenix,ಸಿಂಗಯ್ಯನಪಾಳ್ಯ ಫಿನಿಕ್ಸ್
Singanayakanahalli,ಸಿಂಗನಾಯಕನಹಳ್ಳಿ
Singanayakanahalli Gate,ಸಿಂಗನಾಯಕನಹಳ್ಳಿ ಗೇಟ್
Singapura,ಸಿಂಗಾಪುರ
Singapura LT,ಸಿಂಗಾಪುರ ಎಲ್ಟಿ
Singarahalli,ಸಿಂಗರಹಳ್ಳಿ
Singarahalli Cross,ಸಿಂಗರಹಳ್ಳಿ ಅಡ್ಡರಸ್ತೆ
Singasandra,ಸಿಂಗಸಂದ್ರ
Singasandra FLY,ಸಿಂಗಸಂದ್ರ ಮೇಲ್ಸೇತುವೆ
Singasandra Kolifarm,ಸಿಂಗಸಂದ್ರ ಕೊಲಿಫಾರ್ಮ್
Singasandra Metro Station,ಸಿಙಸಂದ್ರ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Singena Agrahara,ಸಿಂಗೇನ ಅಗ್ರಹಾರ
Singena Agrahara Cross,ಸಿಂಗೇನ ಅಗ್ರಹಾರ ಅಡ್ಡರಸ್ತೆ
Singena Agrahara Cross Fruits Market,ಸಿಂಗೇನ ಅಗ್ರಹಾರ ಕ್ರಾಸ್‌ ಫ್ರೂಟ್ಸ್ ಮಾರ್ಕೆಟ್
Sipgere Gate,ಸಿಪ್‌ಗೆರೆ ಗೇಟ್
